x y z Bx By Bz
0.357143 -4.64286 -1.07143 -6.28208e-08 5.4107e-09 1.26654e-09
0.357143 -4.64286 -0.357143 -6.12159e-08 8.18126e-09 6.55188e-10
0.357143 -4.64286 0.357143 -6.12159e-08 8.18521e-09 -6.03771e-10
0.357143 -4.64286 1.07143 -6.28208e-08 5.41855e-09 -1.23252e-09
0.357143 -4.64286 1.78571 -6.41292e-08 1.54967e-09 -5.90446e-10
0.357143 -4.64286 2.5 -6.31858e-08 -1.60742e-09 8.59032e-10
0.357143 -4.64286 3.21429 -5.94285e-08 -3.28995e-09 2.2624e-09
0.357143 -4.64286 3.92857 -5.35801e-08 -3.71006e-09 3.11934e-09
0.357143 -4.64286 4.64286 -4.67903e-08 -3.41058e-09 3.38921e-09
0.357143 -4.64286 5.35714 -4.00062e-08 -2.83698e-09 3.25273e-09
0.357143 -4.64286 6.07143 -3.37872e-08 -2.2387e-09 2.90854e-09
0.357143 -4.64286 6.78571 -2.83689e-08 -1.71934e-09 2.49603e-09
0.357143 -4.64286 7.5 -2.37867e-08 -1.30442e-09 2.09242e-09
0.357143 -3.92857 -7.5 -2.63815e-08 -1.2855e-09 -2.47301e-09
0.357143 -3.92857 -6.78571 -3.18175e-08 -1.71597e-09 -2.98554e-09
0.357143 -3.92857 -6.07143 -3.83073e-08 -2.2452e-09 -3.49387e-09
0.357143 -3.92857 -5.35714 -4.574e-08 -2.7989e-09 -3.84193e-09
0.357143 -3.92857 -4.64286 -5.35801e-08 -3.11934e-09 -3.71006e-09
0.357143 -3.92857 -3.92857 -6.05083e-08 -2.55465e-09 -2.57076e-09
0.357143 -3.92857 -3.21429 -6.41068e-08 1.88058e-10 1.54854e-10
0.357143 -3.92857 -2.5 -6.12159e-08 6.91043e-09 4.42811e-09
0.357143 -3.92857 -1.78571 -5.00138e-08 1.85508e-08 8.50259e-09
0.357143 -3.92857 -1.07143 -3.36132e-08 3.26283e-08 9.00886e-09
0.357143 -3.92857 -0.357143 -2.10399e-08 4.26821e-08 4.01543e-09
0.357143 -3.92857 0.357143 -2.10399e-08 4.27065e-08 -3.74717e-09
0.357143 -3.92857 1.07143 -3.36132e-08 3.26843e-08 -8.80368e-09
0.357143 -3.92857 1.78571 -5.00138e-08 1.86038e-08 -8.38587e-09
0.357143 -3.92857 2.5 -6.12159e-08 6.93812e-09 -4.3846e-09
0.357143 -3.92857 3.21429 -6.41068e-08 1.89027e-10 -1.5367e-10
0.357143 -3.92857 3.92857 -6.05083e-08 -2.57076e-09 2.55465e-09
0.357143 -3.92857 4.64286 -5.35801e-08 -3.14258e-09 3.69039e-09
0.357143 -3.92857 5.35714 -4.574e-08 -2.82298e-09 3.82427e-09
0.357143 -3.92857 6.07143 -3.83073e-08 -2.26711e-09 3.4797e-09
0.357143 -3.92857 6.78571 -3.18175e-08 -1.73469e-09 2.9747e-09
0.357143 -3.92857 7.5 -2.63815e-08 -1.30101e-09 2.46488e-09
0.357143 -3.21429 -7.5 -2.89024e-08 -1.21052e-09 -2.84923e-09
0.357143 -3.21429 -6.78571 -3.52032e-08 -1.62783e-09 -3.46462e-09
0.357143 -3.21429 -6.07143 -4.27512e-08 -2.11651e-09 -4.0284e-09
0.357143 -3.21429 -5.35714 -5.12386e-08 -2.51318e-09 -4.21862e-09
0.357143 -3.21429 -4.64286 -5.94285e-08 -2.2624e-09 -3.28995e-09
0.357143 -3.21429 -3.92857 -6.41068e-08 1.5367e-10 1.89027e-10
0.357143 -3.21429 -3.21429 -5.87283e-08 8.08424e-09 8.1352e-09
0.357143 -3.21429 -2.5 -3.36132e-08 2.66535e-08 2.08652e-08
0.357143 -3.21429 -1.78571 1.75003e-08 5.84186e-08 3.26954e-08
0.357143 -3.21429 -1.07143 8.33325e-08 9.53319e-08 3.21104e-08
0.357143 -3.21429 -0.357143 1.3127e-07 1.20165e-07 1.3734e-08
0.357143 -3.21429 0.357143 1.3127e-07 1.20249e-07 -1.29787e-08
0.357143 -3.21429 1.07143 8.33325e-08 9.55318e-08 -3.15108e-08
0.357143 -3.21429 1.78571 1.75003e-08 5.86229e-08 -3.23277e-08
0.357143 -3.21429 2.5 -3.36132e-08 2.67841e-08 -2.06974e-08
0.357143 -3.21429 3.21429 -5.87283e-08 8.1352e-09 -8.08424e-09
0.357143 -3.21429 3.92857 -6.41068e-08 1.54854e-10 -1.88058e-10
0.357143 -3.21429 4.64286 -5.94285e-08 -2.28303e-09 3.27567e-09
0.357143 -3.21429 5.35714 -5.12386e-08 -2.53964e-09 4.20274e-09
0.357143 -3.21429 6.07143 -4.27512e-08 -2.14178e-09 4.01502e-09
0.357143 -3.21429 6.78571 -3.52032e-08 -1.64957e-09 3.45432e-09
0.357143 -3.21429 7.5 -2.89024e-08 -1.2284e-09 2.84157e-09
0.357143 -2.5 -7.5 -3.11995e-08 -1.05591e-09 -3.20121e-09
0.357143 -2.5 -6.78571 -3.83073e-08 -1.42349e-09 -3.9015e-09
0.357143 -2.5 -6.07143 -4.67903e-08 -1.81675e-09 -4.45177e-09
0.357143 -2.5 -5.35714 -5.59545e-08 -1.95592e-09 -4.22584e-09
0.357143 -2.5 -4.64286 -6.31858e-08 -8.59032e-10 -1.60742e-09
0.357143 -2.5 -3.92857 -6.12159e-08 4.3846e-09 6.93812e-09
0.357143 -2.5 -3.21429 -3.36132e-08 2.06974e-08 2.67841e-08
0.357143 -2.5 -2.5 4.61316e-08 5.81643e-08 5.85309e-08
0.357143 -2.5 -1.78571 1.9233e-07 1.15949e-07 8.33722e-08
0.357143 -2.5 -1.07143 3.62325e-07 1.68754e-07 7.29517e-08
0.357143 -2.5 -0.357143 4.72955e-07 1.94876e-07 2.84645e-08
0.357143 -2.5 0.357143 4.72955e-07 1.95051e-07 -2.72395e-08
0.357143 -2.5 1.07143 3.62325e-07 1.69209e-07 -7.18899e-08
0.357143 -2.5 1.78571 1.9233e-07 1.16471e-07 -8.2642e-08
0.357143 -2.5 2.5 4.61316e-08 5.85309e-08 -5.81643e-08
0.357143 -2.5 3.21429 -3.36132e-08 2.08652e-08 -2.66535e-08
0.357143 -2.5 3.92857 -6.12159e-08 4.42811e-09 -6.91043e-09
0.357143 -2.5 4.64286 -6.31858e-08 -8.69115e-10 1.60199e-09
0.357143 -2.5 5.35714 -5.59545e-08 -1.98243e-09 4.21347e-09
0.357143 -2.5 6.07143 -4.67903e-08 -1.84468e-09 4.44027e-09
0.357143 -2.5 6.78571 -3.83073e-08 -1.44798e-09 3.89248e-09
0.357143 -2.5 7.5 -3.11995e-08 -1.076e-09 3.19451e-09
0.357143 -1.78571 -7.5 -3.31107e-08 -8.21308e-10 -3.49823e-09
0.357143 -1.78571 -6.78571 -4.08945e-08 -1.10545e-09 -4.25498e-09
0.357143 -1.78571 -6.07143 -5.00928e-08 -1.37005e-09 -4.71281e-09
0.357143 -1.78571 -5.35714 -5.94285e-08 -1.25072e-09 -3.79183e-09
0.357143 -1.78571 -4.64286 -6.41292e-08 5.90446e-10 1.54967e-09
0.357143 -1.78571 -3.92857 -5.00138e-08 8.38587e-09 1.86038e-08
0.357143 -1.78571 -3.21429 1.75003e-08 3.23277e-08 5.86229e-08
0.357143 -1.78571 -2.5 1.9233e-07 8.2642e-08 1.16471e-07
0.357143 -1.78571 -1.78571 4.72955e-07 1.38822e-07 1.39697e-07
0.357143 -1.78571 -1.07143 7.3269e-07 1.625e-07 9.81957e-08
0.357143 -1.78571 -0.357143 8.68141e-07 1.62242e-07 3.29788e-08
0.357143 -1.78571 0.357143 8.68141e-07 1.62446e-07 -3.19587e-08
0.357143 -1.78571 1.07143 7.3269e-07 1.63114e-07 -9.71728e-08
0.357143 -1.78571 1.78571 4.72955e-07 1.39697e-07 -1.38822e-07
0.357143 -1.78571 2.5 1.9233e-07 8.33722e-08 -1.15949e-07
0.357143 -1.78571 3.21429 1.75003e-08 3.26954e-08 -5.84186e-08
0.357143 -1.78571 3.92857 -5.00138e-08 8.50259e-09 -1.85508e-08
0.357143 -1.78571 4.64286 -6.41292e-08 6.00172e-10 -1.54593e-09
0.357143 -1.78571 5.35714 -5.94285e-08 -1.27452e-09 3.7839e-09
0.357143 -1.78571 6.07143 -5.00928e-08 -1.39963e-09 4.70411e-09
0.357143 -1.78571 6.78571 -4.08945e-08 -1.13216e-09 4.24795e-09
0.357143 -1.78571 7.5 -3.31107e-08 -8.43272e-10 3.493e-09
0.357143 -1.07143 -7.5 -3.44844e-08 -5.1847e-10 -3.71256e-09
0.357143 -1.07143 -6.78571 -4.27512e-08 -6.95593e-10 -4.49709e-09
0.357143 -1.07143 -6.07143 -5.24024e-08 -8.3498e-10 -4.81999e-09
0.357143 -1.07143 -5.35714 -6.15149e-08 -6.09017e-10 -3.09563e-09
0.357143 -1.07143 -4.64286 -6.28208e-08 1.23252e-09 5.41855e-09
0.357143 -1.07143 -3.92857 -3.36132e-08 8.80368e-09 3.26843e-08
0.357143 -1.07143 -3.21429 8.33325e-08 3.15108e-08 9.55318e-08
0.357143 -1.07143 -2.5 3.62325e-07 7.18899e-08 1.69209e-07
0.357143 -1.07143 -1.78571 7.3269e-07 9.71728e-08 1.63114e-07
0.357143 -1.07143 -1.07143 9.95555e-07 9.09586e-08 9.15319e-08
0.357143 -1.07143 -0.357143 1.10718e-06 7.9832e-08 2.68896e-08
0.357143 -1.07143 0.357143 1.10718e-06 7.99993e-08 -2.63875e-08
0.357143 -1.07143 1.07143 9.95555e-07 9.15319e-08 -9.09586e-08
0.357143 -1.07143 1.78571 7.3269e-07 9.81957e-08 -1.625e-07
0.357143 -1.07143 2.5 3.62325e-07 7.29517e-08 -1.68754e-07
0.357143 -1.07143 3.21429 8.33325e-08 3.21104e-08 -9.53319e-08
0.357143 -1.07143 3.92857 -3.36132e-08 9.00886e-09 -3.26283e-08
0.357143 -1.07143 4.64286 -6.28208e-08 1.26654e-09 -5.4107e-09
0.357143 -1.07143 5.35714 -6.15149e-08 -6.28456e-10 3.09174e-09
0.357143 -1.07143 6.07143 -5.24024e-08 -8.65248e-10 4.81464e-09
0.357143 -1.07143 6.78571 -4.27512e-08 -7.23835e-10 4.49263e-09
0.357143 -1.07143 7.5 -3.44844e-08 -5.41786e-10 3.70923e-09
0.357143 -0.357143 -7.5 -3.52032e-08 -1.70065e-10 -3.8242e-09
0.357143 -0.357143 -6.78571 -4.37202e-08 -2.28479e-10 -4.61744e-09
0.357143 -0.357143 -6.07143 -5.35801e-08 -2.69431e-10 -4.83965e-09
0.357143 -0.357143 -5.35714 -6.24195e-08 -1.6247e-10 -2.55811e-09
0.357143 -0.357143 -4.64286 -6.12159e-08 6.03771e-10 8.18521e-09
0.357143 -0.357143 -3.92857 -2.10399e-08 3.74717e-09 4.27065e-08
0.357143 -0.357143 -3.21429 1.3127e-07 1.29787e-08 1.20249e-07
0.357143 -0.357143 -2.5 4.72955e-07 2.72395e-08 1.95051e-07
0.357143 -0.357143 -1.78571 8.68141e-07 3.19587e-08 1.62446e-07
0.357143 -0.357143 -1.07143 1.10718e-06 2.63875e-08 7.99993e-08
0.357143 -0.357143 -0.357143 1.19819e-06 2.16302e-08 2.17666e-08
0.357143 -0.357143 0.357143 1.19819e-06 2.17666e-08 -2.16302e-08
0.357143 -0.357143 1.07143 1.10718e-06 2.68896e-08 -7.9832e-08
0.357143 -0.357143 1.78571 8.68141e-07 3.29788e-08 -1.62242e-07
0.357143 -0.357143 2.5 4.72955e-07 2.84645e-08 -1.94876e-07
0.357143 -0.357143 3.21429 1.3127e-07 1.3734e-08 -1.20165e-07
0.357143 -0.357143 3.92857 -2.10399e-08 4.01543e-09 -4.26821e-08
0.357143 -0.357143 4.64286 -6.12159e-08 6.55188e-10 -8.18126e-09
0.357143 -0.357143 5.35714 -6.24195e-08 -1.7854e-10 2.55704e-09
0.357143 -0.357143 6.07143 -5.35801e-08 -2.99834e-10 4.83786e-09
0.357143 -0.357143 6.78571 -4.37202e-08 -2.57487e-10 4.61591e-09
0.357143 -0.357143 7.5 -3.52032e-08 -1.9409e-10 3.82306e-09
0.357143 0.357143 -7.5 -3.52032e-08 1.9409e-10 -3.82306e-09
0.357143 0.357143 -6.78571 -4.37202e-08 2.57487e-10 -4.61591e-09
0.357143 0.357143 -6.07143 -5.35801e-08 2.99834e-10 -4.83786e-09
0.357143 0.357143 -5.35714 -6.24195e-08 1.7854e-10 -2.55704e-09
0.357143 0.357143 -4.64286 -6.12159e-08 -6.55188e-10 8.18126e-09
0.357143 0.357143 -3.92857 -2.10399e-08 -4.01543e-09 4.26821e-08
0.357143 0.357143 -3.21429 1.3127e-07 -1.3734e-08 1.20165e-07
0.357143 0.357143 -2.5 4.72955e-07 -2.84645e-08 1.94876e-07
0.357143 0.357143 -1.78571 8.68141e-07 -3.29788e-08 1.62242e-07
0.357143 0.357143 -1.07143 1.10718e-06 -2.68896e-08 7.9832e-08
0.357143 0.357143 -0.357143 1.19819e-06 -2.17666e-08 2.16302e-08
0.357143 0.357143 0.357143 1.19819e-06 -2.16302e-08 -2.17666e-08
0.357143 0.357143 1.07143 1.10718e-06 -2.63875e-08 -7.99993e-08
0.357143 0.357143 1.78571 8.68141e-07 -3.19587e-08 -1.62446e-07
0.357143 0.357143 2.5 4.72955e-07 -2.72395e-08 -1.95051e-07
0.357143 0.357143 3.21429 1.3127e-07 -1.29787e-08 -1.20249e-07
0.357143 0.357143 3.92857 -2.10399e-08 -3.74717e-09 -4.27065e-08
0.357143 0.357143 4.64286 -6.12159e-08 -6.03771e-10 -8.18521e-09
0.357143 0.357143 5.35714 -6.24195e-08 1.6247e-10 2.55811e-09
0.357143 0.357143 6.07143 -5.35801e-08 2.69431e-10 4.83965e-09
0.357143 0.357143 6.78571 -4.37202e-08 2.28479e-10 4.61744e-09
0.357143 0.357143 7.5 -3.52032e-08 1.70065e-10 3.8242e-09
0.357143 1.07143 -7.5 -3.44844e-08 5.41786e-10 -3.70923e-09
0.357143 1.07143 -6.78571 -4.27512e-08 7.23835e-10 -4.49263e-09
0.357143 1.07143 -6.07143 -5.24024e-08 8.65248e-10 -4.81464e-09
0.357143 1.07143 -5.35714 -6.15149e-08 6.28456e-10 -3.09174e-09
0.357143 1.07143 -4.64286 -6.28208e-08 -1.26654e-09 5.4107e-09
0.357143 1.07143 -3.92857 -3.36132e-08 -9.00886e-09 3.26283e-08
0.357143 1.07143 -3.21429 8.33325e-08 -3.21104e-08 9.53319e-08
0.357143 1.07143 -2.5 3.62325e-07 -7.29517e-08 1.68754e-07
0.357143 1.07143 -1.78571 7.3269e-07 -9.81957e-08 1.625e-07
0.357143 1.07143 -1.07143 9.95555e-07 -9.15319e-08 9.09586e-08
0.357143 1.07143 -0.357143 1.10718e-06 -7.99993e-08 2.63875e-08
0.357143 1.07143 0.357143 1.10718e-06 -7.9832e-08 -2.68896e-08
0.357143 1.07143 1.07143 9.95555e-07 -9.09586e-08 -9.15319e-08
0.357143 1.07143 1.78571 7.3269e-07 -9.71728e-08 -1.63114e-07
0.357143 1.07143 2.5 3.62325e-07 -7.18899e-08 -1.69209e-07
0.357143 1.07143 3.21429 8.33325e-08 -3.15108e-08 -9.55318e-08
0.357143 1.07143 3.92857 -3.36132e-08 -8.80368e-09 -3.26843e-08
0.357143 1.07143 4.64286 -6.28208e-08 -1.23252e-09 -5.41855e-09
0.357143 1.07143 5.35714 -6.15149e-08 6.09017e-10 3.09563e-09
0.357143 1.07143 6.07143 -5.24024e-08 8.3498e-10 4.81999e-09
0.357143 1.07143 6.78571 -4.27512e-08 6.95593e-10 4.49709e-09
0.357143 1.07143 7.5 -3.44844e-08 5.1847e-10 3.71256e-09
0.357143 1.78571 -7.5 -3.31107e-08 8.43272e-10 -3.493e-09
0.357143 1.78571 -6.78571 -4.08945e-08 1.13216e-09 -4.24795e-09
0.357143 1.78571 -6.07143 -5.00928e-08 1.39963e-09 -4.70411e-09
0.357143 1.78571 -5.35714 -5.94285e-08 1.27452e-09 -3.7839e-09
0.357143 1.78571 -4.64286 -6.41292e-08 -6.00172e-10 1.54593e-09
0.357143 1.78571 -3.92857 -5.00138e-08 -8.50259e-09 1.85508e-08
0.357143 1.78571 -3.21429 1.75003e-08 -3.26954e-08 5.84186e-08
0.357143 1.78571 -2.5 1.9233e-07 -8.33722e-08 1.15949e-07
0.357143 1.78571 -1.78571 4.72955e-07 -1.39697e-07 1.38822e-07
0.357143 1.78571 -1.07143 7.3269e-07 -1.63114e-07 9.71728e-08
0.357143 1.78571 -0.357143 8.68141e-07 -1.62446e-07 3.19587e-08
0.357143 1.78571 0.357143 8.68141e-07 -1.62242e-07 -3.29788e-08
0.357143 1.78571 1.07143 7.3269e-07 -1.625e-07 -9.81957e-08
0.357143 1.78571 1.78571 4.72955e-07 -1.38822e-07 -1.39697e-07
0.357143 1.78571 2.5 1.9233e-07 -8.2642e-08 -1.16471e-07
0.357143 1.78571 3.21429 1.75003e-08 -3.23277e-08 -5.86229e-08
0.357143 1.78571 3.92857 -5.00138e-08 -8.38587e-09 -1.86038e-08
0.357143 1.78571 4.64286 -6.41292e-08 -5.90446e-10 -1.54967e-09
0.357143 1.78571 5.35714 -5.94285e-08 1.25072e-09 3.79183e-09
0.357143 1.78571 6.07143 -5.00928e-08 1.37005e-09 4.71281e-09
0.357143 1.78571 6.78571 -4.08945e-08 1.10545e-09 4.25498e-09
0.357143 1.78571 7.5 -3.31107e-08 8.21308e-10 3.49823e-09
0.357143 2.5 -7.5 -3.11995e-08 1.076e-09 -3.19451e-09
0.357143 2.5 -6.78571 -3.83073e-08 1.44798e-09 -3.89248e-09
0.357143 2.5 -6.07143 -4.67903e-08 1.84468e-09 -4.44027e-09
0.357143 2.5 -5.35714 -5.59545e-08 1.98243e-09 -4.21347e-09
0.357143 2.5 -4.64286 -6.31858e-08 8.69115e-10 -1.60199e-09
0.357143 2.5 -3.92857 -6.12159e-08 -4.42811e-09 6.91043e-09
0.357143 2.5 -3.21429 -3.36132e-08 -2.08652e-08 2.66535e-08
0.357143 2.5 -2.5 4.61316e-08 -5.85309e-08 5.81643e-08
0.357143 2.5 -1.78571 1.9233e-07 -1.16471e-07 8.2642e-08
0.357143 2.5 -1.07143 3.62325e-07 -1.69209e-07 7.18899e-08
0.357143 2.5 -0.357143 4.72955e-07 -1.95051e-07 2.72395e-08
0.357143 2.5 0.357143 4.72955e-07 -1.94876e-07 -2.84645e-08
0.357143 2.5 1.07143 3.62325e-07 -1.68754e-07 -7.29517e-08
0.357143 2.5 1.78571 1.9233e-07 -1.15949e-07 -8.33722e-08
0.357143 2.5 2.5 4.61316e-08 -5.81643e-08 -5.85309e-08
0.357143 2.5 3.21429 -3.36132e-08 -2.06974e-08 -2.67841e-08
0.357143 2.5 3.92857 -6.12159e-08 -4.3846e-09 -6.93812e-09
0.357143 2.5 4.64286 -6.31858e-08 8.59032e-10 1.60742e-09
0.357143 2.5 5.35714 -5.59545e-08 1.95592e-09 4.22584e-09
0.357143 2.5 6.07143 -4.67903e-08 1.81675e-09 4.45177e-09
0.357143 2.5 6.78571 -3.83073e-08 1.42349e-09 3.9015e-09
0.357143 2.5 7.5 -3.11995e-08 1.05591e-09 3.20121e-09
0.357143 3.21429 -7.5 -2.89024e-08 1.2284e-09 -2.84157e-09
0.357143 3.21429 -6.78571 -3.52032e-08 1.64957e-09 -3.45432e-09
0.357143 3.21429 -6.07143 -4.27512e-08 2.14178e-09 -4.01502e-09
0.357143 3.21429 -5.35714 -5.12386e-08 2.53964e-09 -4.20274e-09
0.357143 3.21429 -4.64286 -5.94285e-08 2.28303e-09 -3.27567e-09
0.357143 3.21429 -3.92857 -6.41068e-08 -1.54854e-10 1.88058e-10
0.357143 3.21429 -3.21429 -5.87283e-08 -8.1352e-09 8.08424e-09
0.357143 3.21429 -2.5 -3.36132e-08 -2.67841e-08 2.06974e-08
0.357143 3.21429 -1.78571 1.75003e-08 -5.86229e-08 3.23277e-08
0.357143 3.21429 -1.07143 8.33325e-08 -9.55318e-08 3.15108e-08
0.357143 3.21429 -0.357143 1.3127e-07 -1.20249e-07 1.29787e-08
0.357143 3.21429 0.357143 1.3127e-07 -1.20165e-07 -1.3734e-08
0.357143 3.21429 1.07143 8.33325e-08 -9.53319e-08 -3.21104e-08
0.357143 3.21429 1.78571 1.75003e-08 -5.84186e-08 -3.26954e-08
0.357143 3.21429 2.5 -3.36132e-08 -2.66535e-08 -2.08652e-08
0.357143 3.21429 3.21429 -5.87283e-08 -8.08424e-09 -8.1352e-09
0.357143 3.21429 3.92857 -6.41068e-08 -1.5367e-10 -1.89027e-10
0.357143 3.21429 4.64286 -5.94285e-08 2.2624e-09 3.28995e-09
0.357143 3.21429 5.35714 -5.12386e-08 2.51318e-09 4.21862e-09
0.357143 3.21429 6.07143 -4.27512e-08 2.11651e-09 4.0284e-09
0.357143 3.21429 6.78571 -3.52032e-08 1.62783e-09 3.46462e-09
0.357143 3.21429 7.5 -2.89024e-08 1.21052e-09 2.84923e-09
0.357143 3.92857 -7.5 -2.63815e-08 1.30101e-09 -2.46488e-09
0.357143 3.92857 -6.78571 -3.18175e-08 1.73469e-09 -2.9747e-09
0.357143 3.92857 -6.07143 -3.83073e-08 2.26711e-09 -3.4797e-09
0.357143 3.92857 -5.35714 -4.574e-08 2.82298e-09 -3.82427e-09
0.357143 3.92857 -4.64286 -5.35801e-08 3.14258e-09 -3.69039e-09
0.357143 3.92857 -3.92857 -6.05083e-08 2.57076e-09 -2.55465e-09
0.357143 3.92857 -3.21429 -6.41068e-08 -1.89027e-10 1.5367e-10
0.357143 3.92857 -2.5 -6.12159e-08 -6.93812e-09 4.3846e-09
0.357143 3.92857 -1.78571 -5.00138e-08 -1.86038e-08 8.38587e-09
0.357143 3.92857 -1.07143 -3.36132e-08 -3.26843e-08 8.80368e-09
0.357143 3.92857 -0.357143 -2.10399e-08 -4.27065e-08 3.74717e-09
0.357143 3.92857 0.357143 -2.10399e-08 -4.26821e-08 -4.01543e-09
0.357143 3.92857 1.07143 -3.36132e-08 -3.26283e-08 -9.00886e-09
0.357143 3.92857 1.78571 -5.00138e-08 -1.85508e-08 -8.50259e-09
0.357143 3.92857 2.5 -6.12159e-08 -6.91043e-09 -4.42811e-09
0.357143 3.92857 3.21429 -6.41068e-08 -1.88058e-10 -1.54854e-10
0.357143 3.92857 3.92857 -6.05083e-08 2.55465e-09 2.57076e-09
0.357143 3.92857 4.64286 -5.35801e-08 3.11934e-09 3.71006e-09
0.357143 3.92857 5.35714 -4.574e-08 2.7989e-09 3.84193e-09
0.357143 3.92857 6.07143 -3.83073e-08 2.2452e-09 3.49387e-09
0.357143 3.92857 6.78571 -3.18175e-08 1.71597e-09 2.98554e-09
0.357143 3.92857 7.5 -2.63815e-08 1.2855e-09 2.47301e-09
0.357143 4.64286 -7.5 -2.37867e-08 1.30442e-09 -2.09242e-09
0.357143 4.64286 -6.78571 -2.83689e-08 1.71934e-09 -2.49603e-09
0.357143 4.64286 -6.07143 -3.37872e-08 2.2387e-09 -2.90854e-09
0.357143 4.64286 -5.35714 -4.00062e-08 2.83698e-09 -3.25273e-09
0.357143 4.64286 -4.64286 -4.67903e-08 3.41058e-09 -3.38921e-09
0.357143 4.64286 -3.92857 -5.35801e-08 3.71006e-09 -3.11934e-09
0.357143 4.64286 -3.21429 -5.94285e-08 3.28995e-09 -2.2624e-09
0.357143 4.64286 -2.5 -6.31858e-08 1.60742e-09 -8.59032e-10
0.357143 4.64286 -1.78571 -6.41292e-08 -1.54967e-09 5.90446e-10
0.357143 4.64286 -1.07143 -6.28208e-08 -5.41855e-09 1.23252e-09
0.357143 4.64286 -0.357143 -6.12159e-08 -8.18521e-09 6.03771e-10
0.357143 4.64286 0.357143 -6.12159e-08 -8.18126e-09 -6.55188e-10
0.357143 4.64286 1.07143 -6.28208e-08 -5.4107e-09 -1.26654e-09
0.357143 4.64286 1.78571 -6.41292e-08 -1.54593e-09 -6.00172e-10
0.357143 4.64286 2.5 -6.31858e-08 1.60199e-09 8.69115e-10
0.357143 4.64286 3.21429 -5.94285e-08 3.27567e-09 2.28303e-09
0.357143 4.64286 3.92857 -5.35801e-08 3.69039e-09 3.14258e-09
0.357143 4.64286 4.64286 -4.67903e-08 3.38921e-09 3.41058e-09
0.357143 4.64286 5.35714 -4.00062e-08 2.81648e-09 3.27049e-09
0.357143 4.64286 6.07143 -3.37872e-08 2.22038e-09 2.92255e-09
0.357143 4.64286 6.78571 -2.83689e-08 1.70363e-09 2.50678e-09
0.357143 4.64286 7.5 -2.37867e-08 1.29125e-09 2.10058e-09
0.357143 5.35714 -7.5 -2.12399e-08 1.25492e-09 -1.74528e-09
0.357143 5.35714 -6.78571 -2.50309e-08 1.62999e-09 -2.05137e-09
0.357143 5.35714 -6.07143 -2.94516e-08 2.09957e-09 -2.3645e-09
0.357143 5.35714 -5.35714 -3.44844e-08 2.65897e-09 -2.64231e-09
0.357143 5.35714 -4.64286 -4.00062e-08 3.27049e-09 -2.81648e-09
0.357143 5.35714 -3.92857 -4.574e-08 3.84193e-09 -2.7989e-09
0.357143 5.35714 -3.21429 -5.12386e-08 4.21862e-09 -2.51318e-09
0.357143 5.35714 -2.5 -5.59545e-08 4.22584e-09 -1.95592e-09
0.357143 5.35714 -1.78571 -5.94285e-08 3.79183e-09 -1.25072e-09
0.357143 5.35714 -1.07143 -6.15149e-08 3.09563e-09 -6.09017e-10
0.357143 5.35714 -0.357143 -6.24195e-08 2.55811e-09 -1.6247e-10
0.357143 5.35714 0.357143 -6.24195e-08 2.55704e-09 1.7854e-10
0.357143 5.35714 1.07143 -6.15149e-08 3.09174e-09 6.28456e-10
0.357143 5.35714 1.78571 -5.94285e-08 3.7839e-09 1.27452e-09
0.357143 5.35714 2.5 -5.59545e-08 4.21347e-09 1.98243e-09
0.357143 5.35714 3.21429 -5.12386e-08 4.20274e-09 2.53964e-09
0.357143 5.35714 3.92857 -4.574e-08 3.82427e-09 2.82298e-09
0.357143 5.35714 4.64286 -4.00062e-08 3.25273e-09 2.83698e-09
0.357143 5.35714 5.35714 -3.44844e-08 2.64231e-09 2.65897e-09
0.357143 5.35714 6.07143 -2.94516e-08 2.08468e-09 2.37765e-09
0.357143 5.35714 6.78571 -2.50309e-08 1.61707e-09 2.06158e-09
0.357143 5.35714 7.5 -2.12399e-08 1.24393e-09 1.75313e-09
0.357143 6.07143 -7.5 -1.88285e-08 1.17012e-09 -1.4362e-09
0.357143 6.07143 -6.78571 -2.19212e-08 1.49488e-09 -1.66022e-09
0.357143 6.07143 -6.07143 -2.54687e-08 1.89698e-09 -1.8851e-09
0.357143 6.07143 -5.35714 -2.94516e-08 2.37765e-09 -2.08468e-09
0.357143 6.07143 -4.64286 -3.37872e-08 2.92255e-09 -2.22038e-09
0.357143 6.07143 -3.92857 -3.83073e-08 3.49387e-09 -2.2452e-09
0.357143 6.07143 -3.21429 -4.27512e-08 4.0284e-09 -2.11651e-09
0.357143 6.07143 -2.5 -4.67903e-08 4.45177e-09 -1.81675e-09
0.357143 6.07143 -1.78571 -5.00928e-08 4.71281e-09 -1.37005e-09
0.357143 6.07143 -1.07143 -5.24024e-08 4.81999e-09 -8.3498e-10
0.357143 6.07143 -0.357143 -5.35801e-08 4.83965e-09 -2.69431e-10
0.357143 6.07143 0.357143 -5.35801e-08 4.83786e-09 2.99834e-10
0.357143 6.07143 1.07143 -5.24024e-08 4.81464e-09 8.65248e-10
0.357143 6.07143 1.78571 -5.00928e-08 4.70411e-09 1.39963e-09
0.357143 6.07143 2.5 -4.67903e-08 4.44027e-09 1.84468e-09
0.357143 6.07143 3.21429 -4.27512e-08 4.01502e-09 2.14178e-09
0.357143 6.07143 3.92857 -3.83073e-08 3.4797e-09 2.26711e-09
0.357143 6.07143 4.64286 -3.37872e-08 2.90854e-09 2.2387e-09
